species_name,family,genus,higher_plant_group,subfamily,growth_form_canonical,growth_form_n_records,growth_form_conflict,is_graminoid,is_bamboo,is_bryophyte
Acacia feddeana,,Acacia,,,tree,62,TRUE,FALSE,FALSE,FALSE
Acacia ferruginea,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia filicifolia,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia flocktoniae,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia floribunda,,Acacia,,,tree,2,TRUE,FALSE,FALSE,FALSE
Acacia furcatispina,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia gageana,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia galpinii,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia gaumeri,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia gentlei,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia georginae,,Acacia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Acacia gerrardii,,Acacia,,,tree,6,TRUE,FALSE,FALSE,FALSE
Acacia gladiiformis,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia glandulicarpa,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia glauca,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia globulifera,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia glomerosa,,Acacia,,,tree,51,TRUE,FALSE,FALSE,FALSE
Acacia gnidium,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia goetzei,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia gordonii,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia greggii,,Acacia,,,tree,3,TRUE,FALSE,FALSE,FALSE
Acacia gummifera,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia hakeoides,,Acacia,,,shrub,2,FALSE,FALSE,FALSE,FALSE
Acacia hamulosa,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia havilandiorum,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia hayesii,,Acacia,,,vine,2,FALSE,FALSE,FALSE,FALSE
Acacia heteroclita,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia hirta,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia hispidula,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia hockii,,Acacia,,,shrub,3,TRUE,FALSE,FALSE,FALSE
Acacia holosericea,,Acacia,,,tree,2,TRUE,FALSE,FALSE,FALSE
Acacia homalophylla,,Acacia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Acacia horrida,,Acacia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Acacia howittii,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia huberi,,Acacia,,,tree,2,TRUE,FALSE,FALSE,FALSE
Acacia huilana,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia implexa,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia interior,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia intsia,,Acacia,,,shrub,4,TRUE,FALSE,FALSE,FALSE
Acacia iteaphylla,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia janzenii,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia jonesii,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia juniperina,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia kamerunensis,,Acacia,,,vine,6,FALSE,FALSE,FALSE,FALSE
Acacia karroo,,Acacia,,,tree,4,TRUE,FALSE,FALSE,FALSE
Acacia kauaiensis,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia kempeana,,Acacia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Acacia kettlewelliae,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia kirkii,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia klugii,,Acacia,,,tree,2,TRUE,FALSE,FALSE,FALSE
Acacia koa,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia koaia,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia kuhlmannii,,Acacia,,,vine,7,TRUE,FALSE,FALSE,FALSE
Acacia laeta,,Acacia,,,tree,2,TRUE,FALSE,FALSE,FALSE
Acacia lahai,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia latifolia,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia latzii,,Acacia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Acacia leprosa,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia leptoclada,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia leucophloea,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia ligulata,,Acacia,,,unknown,3,FALSE,FALSE,FALSE,FALSE
Acacia linifolia,,Acacia,,,shrub,2,FALSE,FALSE,FALSE,FALSE
Acacia loderi,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia longifolia,,Acacia,,,unknown,6,FALSE,FALSE,FALSE,FALSE
Acacia longissima,,Acacia,,,shrub,2,FALSE,FALSE,FALSE,FALSE
Acacia loretensis,,Acacia,,,tree,33,FALSE,FALSE,FALSE,FALSE
Acacia luederitzii,,Acacia,,,tree,3,TRUE,FALSE,FALSE,FALSE
Acacia macbridei,,Acacia,,,vine,7,FALSE,FALSE,FALSE,FALSE
Acacia macilenta,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia macracantha,,Acacia,,,tree,6,FALSE,FALSE,FALSE,FALSE
Acacia macrostachya,,Acacia,,,vine,1,FALSE,FALSE,FALSE,FALSE
Acacia maidenii,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia maitlandii,,Acacia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Acacia mammifera,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia mangium,,Acacia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Acacia mayana,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia mearnsii,,Acacia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Acacia melanoceras,,Acacia,,,tree,3,FALSE,FALSE,FALSE,FALSE
Acacia melanoxylon,,Acacia,,,tree,5,TRUE,FALSE,FALSE,FALSE
Acacia mellifera,,Acacia,,,tree,9,TRUE,FALSE,FALSE,FALSE
Acacia menabeensis,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia millefolia,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia mimula,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia minutifolia,,Acacia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Acacia modesta,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia montana,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia monticola,,Acacia,,,shrub,2,FALSE,FALSE,FALSE,FALSE
Acacia muricata,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia murrayana,,Acacia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Acacia myrmecophila,,Acacia,,,tree,5,FALSE,FALSE,FALSE,FALSE
Acacia myrtifolia,,Acacia,,,shrub,2,FALSE,FALSE,FALSE,FALSE
Acacia nebrownii,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia negrii,,Acacia,,,tree,2,TRUE,FALSE,FALSE,FALSE
Acacia neovernicosa,,Acacia,,,shrub,2,FALSE,FALSE,FALSE,FALSE
Acacia neriifolia,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia nigrescens,,Acacia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Acacia nilotica,,Acacia,,,tree,4,FALSE,FALSE,FALSE,FALSE
Acacia obtusata,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia occidentalis,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia oerfota,,Acacia,,,unknown,4,FALSE,FALSE,FALSE,FALSE
Acacia oswaldii,,Acacia,,,shrub,2,FALSE,FALSE,FALSE,FALSE
Acacia oxycedrus,,Acacia,,,shrub,2,FALSE,FALSE,FALSE,FALSE
Acacia paradoxa,,Acacia,,,shrub,2,FALSE,FALSE,FALSE,FALSE
Acacia parramattensis,,Acacia,,,tree,3,TRUE,FALSE,FALSE,FALSE
Acacia parviflora,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia parvipinnula,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia peninsularis,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia pennata,,Acacia,,,vine,13,TRUE,FALSE,FALSE,FALSE
Acacia pennatula,,Acacia,,,tree,3,TRUE,FALSE,FALSE,FALSE
Acacia penninervis,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia pentagona,,Acacia,,,vine,2,FALSE,FALSE,FALSE,FALSE
Acacia permixta,,Acacia,,,tree,2,TRUE,FALSE,FALSE,FALSE
Acacia pervillei,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia picachensis,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia pluricapitata,,Acacia,,,shrub,2,TRUE,FALSE,FALSE,FALSE
Acacia podalyriifolia,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia polyacantha,,Acacia,,,tree,3,FALSE,FALSE,FALSE,FALSE
Acacia polybotrya,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia polyphylla,,Acacia,,,tree,12,FALSE,FALSE,FALSE,FALSE
Acacia praecox,,Acacia,,,tree,58,TRUE,FALSE,FALSE,FALSE
Acacia prainii,,Acacia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Acacia pringlei,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia prominens,,Acacia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Acacia pruinocarpa,,Acacia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Acacia pruinosa,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia pteridifolia,,Acacia,,,vine,2,FALSE,FALSE,FALSE,FALSE
Acacia pubescens,,Acacia,,,shrub,3,TRUE,FALSE,FALSE,FALSE
Acacia pulchella,,Acacia,,,shrub,2,FALSE,FALSE,FALSE,FALSE
Acacia purpusii,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia pycnantha,,Acacia,,,unknown,3,FALSE,FALSE,FALSE,FALSE
Acacia pycnostachya,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia ramulosa,,Acacia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Acacia reficiens,,Acacia,,,shrub,2,FALSE,FALSE,FALSE,FALSE
Acacia retinodes,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia riceana,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia richii,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia rigens,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia rigidula,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia riparia,,Acacia,,,vine,44,TRUE,FALSE,FALSE,FALSE
Acacia robusta,,Acacia,,,tree,3,FALSE,FALSE,FALSE,FALSE
Acacia roemeriana,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia rorudiana,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia rosei,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia rostellifera,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia rovumae,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia rubida,,Acacia,,,tree,3,TRUE,FALSE,FALSE,FALSE
Acacia rugata,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia sakalava,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia salicina,,Acacia,,,unknown,3,FALSE,FALSE,FALSE,FALSE
Acacia saligna,,Acacia,,,tree,4,FALSE,FALSE,FALSE,FALSE
Acacia schaffneri,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia schinoides,,Acacia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Acacia schottii,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia schweinfurthii,,Acacia,,,shrub,3,TRUE,FALSE,FALSE,FALSE
Acacia senegal,,Acacia,,,tree,3,FALSE,FALSE,FALSE,FALSE
Acacia sericea,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia seyal,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia sieberiana,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia skleroxyla,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia spectabilis,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia sphaerocephala,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia spinescens,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia spondylophylla,,Acacia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Acacia stenophylla,,Acacia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Acacia stricta,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia suaveolens,,Acacia,,,shrub,4,FALSE,FALSE,FALSE,FALSE
Acacia subangulata,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia subulata,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia swazica,,Acacia,,,tree,2,TRUE,FALSE,FALSE,FALSE
Acacia tamarindifolia,,Acacia,,,tree,15,FALSE,FALSE,FALSE,FALSE
Acacia tenuifolia,,Acacia,,,tree,10,TRUE,FALSE,FALSE,FALSE
Acacia tenuispina,,Acacia,,,tree,2,TRUE,FALSE,FALSE,FALSE
Acacia tenuissima,,Acacia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Acacia terminalis,,Acacia,,,shrub,2,FALSE,FALSE,FALSE,FALSE
Acacia tetragonophylla,,Acacia,,,unknown,3,FALSE,FALSE,FALSE,FALSE
Acacia torta,,Acacia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Acacia tortilis,,Acacia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Acacia torulosa,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia trinervata,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia trineura,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia tucumanensis,,Acacia,,,tree,5,FALSE,FALSE,FALSE,FALSE
Acacia ulicifolia,,Acacia,,,shrub,3,FALSE,FALSE,FALSE,FALSE
Acacia urophylla,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia usumacintensis,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia velvae,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia vestita,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia victoriae,,Acacia,,,unknown,2,FALSE,FALSE,FALSE,FALSE
Acacia visco,,Acacia,,,tree,29,FALSE,FALSE,FALSE,FALSE
Acacia weberbaueri,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia wilhelmiana,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acacia willardiana,,Acacia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acacia xanthophloea,,Acacia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Acacia zanzibarica,,Acacia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acaciella angustissima,,Acaciella,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acaciella carbonaria,,Acaciella,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acaciella goldmanii,,Acaciella,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acaena agnipila,,Acaena,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acaena alpina,,Acaena,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acaena anserinifolia,,Acaena,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acaena antarctica,,Acaena,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acaena argentea,,Acaena,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acaena caesiglauca,,Acaena,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acaena californica,,Acaena,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acaena cylindristachya,,Acaena,,,herb,2,FALSE,FALSE,FALSE,FALSE
Acaena elongata,,Acaena,,,shrub,4,TRUE,FALSE,FALSE,FALSE
Acaena exigua,,Acaena,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acaena fissistipula,,Acaena,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acaena integerrima,,Acaena,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acaena juvenca,,Acaena,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acaena leptacantha,,Acaena,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acaena lucida,,Acaena,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acaena magellanica,,Acaena,,,herb,2,FALSE,FALSE,FALSE,FALSE
Acaena novae-zelandiae,,Acaena,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acaena pallida,,Acaena,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acaena pinnatifida,,Acaena,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acaena sericea,,Acaena,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acaena splendens,,Acaena,,,shrub,2,TRUE,FALSE,FALSE,FALSE
Acaena stricta,,Acaena,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acaena tenera,,Acaena,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha adenostachya,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha alnifolia,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha alopecuroidea,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha alopecuroides,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha ambigua,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha amblyodonta,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha amentacea,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha angustata,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha apodanthes,,Acalypha,,,tree,3,TRUE,FALSE,FALSE,FALSE
Acalypha argomuelleri,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha aronioides,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha arvensis,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha australis,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha berteriana,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha bipartita,,Acalypha,,,tree,2,TRUE,FALSE,FALSE,FALSE
Acalypha bisetosa,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha brachystachya,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha californica,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha caperonioides,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha capitellata,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha caturus,,Acalypha,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acalypha chiapensis,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha chordantha,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha ciliata,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha cincta,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha comonduana,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha conspicua,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha costaricensis,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha cuneata,,Acalypha,,,vine,20,TRUE,FALSE,FALSE,FALSE
Acalypha cuspidata,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha deamii,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha dictyoneura,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha diversifolia,,Acalypha,,,tree,89,TRUE,FALSE,FALSE,FALSE
Acalypha ferdinandii,,Acalypha,,,tree,2,TRUE,FALSE,FALSE,FALSE
Acalypha filipes,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha firmula,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha fruticosa,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha gaumeri,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha glabrata,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha gracilens,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha guatemalensis,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha gummifera,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha hassleriana,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha havanensis,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha hibiscifolia,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha hispida,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha indica,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha lagoensis,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha lanceolata,,Acalypha,,,herb,2,FALSE,FALSE,FALSE,FALSE
Acalypha lancetillae,,Acalypha,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acalypha langiana,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha leptopoda,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha lycioides,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha macbridei,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha macrostachya,,Acalypha,,,tree,5,FALSE,FALSE,FALSE,FALSE
Acalypha mandonii,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha mapirensis,,Acalypha,,,tree,8,FALSE,FALSE,FALSE,FALSE
Acalypha mexicana,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha microphylla,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha mollis,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha monococca,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha mortoniana,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha multicaulis,,Acalypha,,,herb,2,FALSE,FALSE,FALSE,FALSE
Acalypha multiflora,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha neomexicana,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha ocymoides,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha ornata,,Acalypha,,,shrub,2,FALSE,FALSE,FALSE,FALSE
Acalypha ostryifolia,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha padifolia,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha paniculata,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha parvula,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha peduncularis,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha phleoides,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha platyphylla,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha polystachya,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha pseudalopecuroides,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha psilostachya,,Acalypha,,,shrub,2,TRUE,FALSE,FALSE,FALSE
Acalypha pubiflora,,Acalypha,,,shrub,2,FALSE,FALSE,FALSE,FALSE
Acalypha punctata,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha radians,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha radinostachya,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha rhomboidea,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha salicifolia,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha salicina,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha scandens,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha schiedeana,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha schlechtendaliana,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha segetalis,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha seleriana,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha septemloba,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha setosa,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha skutchii,,Acalypha,,,tree,5,TRUE,FALSE,FALSE,FALSE
Acalypha sonderiana,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha stellata,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha stenoloba,,Acalypha,,,tree,5,TRUE,FALSE,FALSE,FALSE
Acalypha stricta,,Acalypha,,,tree,3,TRUE,FALSE,FALSE,FALSE
Acalypha subandina,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha supera,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha trachyloba,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Acalypha vagans,,Acalypha,,,herb,1,FALSE,FALSE,FALSE,FALSE
Acalypha vellamea,,Acalypha,,,tree,1,FALSE,FALSE,FALSE,FALSE
Acalypha verbenacea,,Acalypha,,,shrub,1,FALSE,FALSE,FALSE,FALSE
