species_name,family,genus,growth_form_canonical,rho_mean,rho_sd,rho_n,rho_match_level,rho_source
Abutilon angulatum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon anodoides,,Abutilon,unknown,,,,none,
Abutilon arboreum,,Abutilon,unknown,,,,none,
Abutilon arequipense,,Abutilon,unknown,,,,none,
Abutilon aristulosum,,Abutilon,unknown,,,,none,
Abutilon asiaticum,,Abutilon,unknown,,,,none,
Abutilon auritum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon austroafricanum,,Abutilon,unknown,,,,none,
Abutilon barrancae,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon bastardioides,,Abutilon,unknown,,,,none,
Abutilon bedfordianum,,Abutilon,unknown,,,,none,
Abutilon berlandieri,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon bidentatum,,Abutilon,unknown,,,,none,
Abutilon bivalvis,,Abutilon,unknown,,,,none,
Abutilon bracteosum,,Abutilon,unknown,,,,none,
Abutilon brenesii,,Abutilon,unknown,,,,none,
Abutilon briquetii,,Abutilon,unknown,,,,none,
Abutilon buchii,,Abutilon,unknown,,,,none,
Abutilon burandtii,,Abutilon,unknown,,,,none,
Abutilon californicum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon calliphyllum,,Abutilon,unknown,,,,none,
Abutilon coahuilae,,Abutilon,unknown,,,,none,
Abutilon costicalyx,,Abutilon,unknown,,,,none,
Abutilon crassifolium,,Abutilon,unknown,,,,none,
Abutilon crispum,,Abutilon,unknown,,,,none,
Abutilon cryptopetalum,,Abutilon,unknown,,,,none,
Abutilon cuspidatum,,Abutilon,unknown,,,,none,
Abutilon cyclonervosum,,Abutilon,unknown,,,,none,
Abutilon cymosum,,Abutilon,unknown,,,,none,
Abutilon darwinii,,Abutilon,unknown,,,,none,
Abutilon demissum,,Abutilon,herb,,,,none,
Abutilon depauperatum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon dianthum,,Abutilon,unknown,,,,none,
Abutilon dinteri,,Abutilon,unknown,,,,none,
Abutilon dispermum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon divaricatum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon dugesii,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon elegans,,Abutilon,unknown,,,,none,
Abutilon ellipticum,,Abutilon,unknown,,,,none,
Abutilon engleranum,,Abutilon,unknown,,,,none,
Abutilon englerianum,,Abutilon,unknown,,,,none,
Abutilon esculentum,,Abutilon,unknown,,,,none,
Abutilon exstipulare,,Abutilon,unknown,,,,none,
Abutilon falcatum,,Abutilon,unknown,,,,none,
Abutilon flanaganii,,Abutilon,unknown,,,,none,
Abutilon fluviatile,,Abutilon,unknown,,,,none,
Abutilon fraseri,,Abutilon,unknown,,,,none,
Abutilon friesii,,Abutilon,unknown,,,,none,
Abutilon fruticosum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon fugax,,Abutilon,unknown,,,,none,
Abutilon fuscicalyx,,Abutilon,unknown,,,,none,
Abutilon galeottii,,Abutilon,unknown,,,,none,
Abutilon galpinii,,Abutilon,unknown,,,,none,
Abutilon gebauerianum,,Abutilon,unknown,,,,none,
Abutilon geminiflorum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon geranioides,,Abutilon,unknown,,,,none,
Abutilon giganteum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon glabriflorum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon glaziovii,,Abutilon,unknown,,,,none,
Abutilon globiflorum,,Abutilon,unknown,,,,none,
Abutilon grandidentatum,,Abutilon,unknown,,,,none,
Abutilon grandiflorum,,Abutilon,unknown,,,,none,
Abutilon grandifolium,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon grantii,,Abutilon,unknown,,,,none,
Abutilon greveanum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon guineense,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon haenke,,Abutilon,unknown,,,,none,
Abutilon haenkeanum,,Abutilon,tree,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon halophilum,,Abutilon,unknown,,,,none,
Abutilon hannii,,Abutilon,unknown,,,,none,
Abutilon herzogianum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon hirtum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon hulseanum,,Abutilon,unknown,,,,none,
Abutilon hybridum,,Abutilon,tree,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon hypoleucum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon ibarrense,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon inaequale,,Abutilon,unknown,,,,none,
Abutilon inaequilaterum,,Abutilon,unknown,,,,none,
Abutilon incanum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon indicum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon insigne,,Abutilon,unknown,,,,none,
Abutilon itatiaiae,,Abutilon,unknown,,,,none,
Abutilon jaliscanum,,Abutilon,unknown,,,,none,
Abutilon julianae,,Abutilon,unknown,,,,none,
Abutilon latipetalum,,Abutilon,unknown,,,,none,
Abutilon lauraster,,Abutilon,unknown,,,,none,
Abutilon lepidum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon leucopetalum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon listeri,,Abutilon,unknown,,,,none,
Abutilon longicuspe,,Abutilon,herb,,,,none,
Abutilon longifolium,,Abutilon,unknown,,,,none,
Abutilon longipes,,Abutilon,unknown,,,,none,
Abutilon macrocarpum,,Abutilon,unknown,,,,none,
Abutilon macrophyllum,,Abutilon,unknown,,,,none,
Abutilon macropodum,,Abutilon,unknown,,,,none,
Abutilon macrum,,Abutilon,unknown,,,,none,
Abutilon macvaughii,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon malachroides,,Abutilon,unknown,,,,none,
Abutilon malacum,,Abutilon,unknown,,,,none,
Abutilon malmeanum,,Abutilon,unknown,,,,none,
Abutilon malvifolium,,Abutilon,unknown,,,,none,
Abutilon mangarevicum,,Abutilon,unknown,,,,none,
Abutilon marmoratum,,Abutilon,unknown,,,,none,
Abutilon mauritianum,,Abutilon,unknown,,,,none,
Abutilon megapotamicum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon mendoncae,,Abutilon,unknown,,,,none,
Abutilon menziesii,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon micropetalum,,Abutilon,unknown,,,,none,
Abutilon minarum,,Abutilon,unknown,,,,none,
Abutilon mollicomum,,Abutilon,unknown,,,,none,
Abutilon mollissimum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon montanum,,Abutilon,unknown,,,,none,
Abutilon monteiroi,,Abutilon,unknown,,,,none,
Abutilon moruaei,,Abutilon,unknown,,,,none,
Abutilon mouraei,,Abutilon,unknown,,,,none,
Abutilon mucronatum,,Abutilon,unknown,,,,none,
Abutilon multiflorum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon muticum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon nigricans,,Abutilon,unknown,,,,none,
Abutilon niveum,,Abutilon,unknown,,,,none,
Abutilon nobile,,Abutilon,unknown,,,,none,
Abutilon orbiculatum,,Abutilon,unknown,,,,none,
Abutilon otocarpum,,Abutilon,unknown,,,,none,
Abutilon oxycarpum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon oxypetalum,,Abutilon,unknown,,,,none,
Abutilon pachecoanum,,Abutilon,unknown,,,,none,
Abutilon palmeri,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon paniculatum,,Abutilon,unknown,,,,none,
Abutilon pannosum,,Abutilon,unknown,,,,none,
Abutilon parishii,,Abutilon,unknown,,,,none,
Abutilon parvifolium,,Abutilon,unknown,,,,none,
Abutilon parvulum,,Abutilon,herb,,,,none,
Abutilon pauciflorum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon pedrae-brancae,,Abutilon,unknown,,,,none,
Abutilon pedunculare,,Abutilon,unknown,,,,none,
Abutilon peltatum,,Abutilon,unknown,,,,none,
Abutilon percaudatum,,Abutilon,unknown,,,,none,
Abutilon periplocifolium,,Abutilon,unknown,,,,none,
Abutilon permolle,,Abutilon,unknown,,,,none,
Abutilon persicum,,Abutilon,unknown,,,,none,
Abutilon peruvianum,,Abutilon,unknown,,,,none,
Abutilon petiolare,,Abutilon,unknown,,,,none,
Abutilon pictum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon pilosocinereum,,Abutilon,unknown,,,,none,
Abutilon pinkavae,,Abutilon,unknown,,,,none,
Abutilon pitcairnense,,Abutilon,unknown,,,,none,
Abutilon piurense,,Abutilon,unknown,,,,none,
Abutilon pritchardii,,Abutilon,unknown,,,,none,
Abutilon procerum,,Abutilon,unknown,,,,none,
Abutilon pseudocleistogamum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon puberulentum,,Abutilon,unknown,,,,none,
Abutilon pubistamineum,,Abutilon,herb,,,,none,
Abutilon purpurascens,,Abutilon,unknown,,,,none,
Abutilon purpusii,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon pycnodon,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon pyramidale,,Abutilon,unknown,,,,none,
Abutilon ramiflorum,,Abutilon,unknown,,,,none,
Abutilon ramosum,,Abutilon,herb,,,,none,
Abutilon ranadei,,Abutilon,unknown,,,,none,
Abutilon rauciflorum,,Abutilon,unknown,,,,none,
Abutilon reflexum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon regnellii,,Abutilon,unknown,,,,none,
Abutilon rehmannii,,Abutilon,unknown,,,,none,
Abutilon retinophyllum,,Abutilon,unknown,,,,none,
Abutilon reventum,,Abutilon,unknown,,,,none,
Abutilon roseum,,Abutilon,unknown,,,,none,
Abutilon rufinerve,,Abutilon,unknown,,,,none,
Abutilon rufivellum,,Abutilon,unknown,,,,none,
Abutilon rufivelum,,Abutilon,unknown,,,,none,
Abutilon sachetianum,,Abutilon,unknown,,,,none,
Abutilon sandwicense,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon schenckii,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon silvaticum,,Abutilon,unknown,,,,none,
Abutilon simulans,,Abutilon,unknown,,,,none,
Abutilon sinense,,Abutilon,unknown,,,,none,
Abutilon somalense,,Abutilon,unknown,,,,none,
Abutilon sonneratianum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon sonorae,,Abutilon,herb,,,,none,
Abutilon speciosum,,Abutilon,herb,,,,none,
Abutilon sphaerostaminum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon stellatum,,Abutilon,unknown,,,,none,
Abutilon stenopetalum,,Abutilon,unknown,,,,none,
Abutilon straminicarpum,,Abutilon,unknown,,,,none,
Abutilon striatum,,Abutilon,tree,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon subsonorae,,Abutilon,unknown,,,,none,
Abutilon subviscosum,,Abutilon,unknown,,,,none,
Abutilon tehuantepecense,,Abutilon,unknown,,,,none,
Abutilon terminale,,Abutilon,herb,,,,none,
Abutilon theophrasti,,Abutilon,herb,,,,none,
Abutilon thurberi,,Abutilon,unknown,,,,none,
Abutilon thyrsodendron,,Abutilon,herb,,,,none,
Abutilon tiubae,,Abutilon,unknown,,,,none,
Abutilon tridens,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon triquetrum,,Abutilon,unknown,,,,none,
Abutilon trisulcatum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon tubulosum,,Abutilon,unknown,,,,none,
Abutilon ulbrichii,,Abutilon,unknown,,,,none,
Abutilon umbelliflorum,,Abutilon,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Abutilon venosum,,Abutilon,unknown,,,,none,
Abutilon vesicarium,,Abutilon,unknown,,,,none,
Abutilon viscosum,,Abutilon,unknown,,,,none,
Abutilon vitifolium,,Abutilon,unknown,,,,none,
Abutilon whistleri,,Abutilon,unknown,,,,none,
Abutilon wituense,,Abutilon,unknown,,,,none,
Abutilon wrightii,,Abutilon,unknown,,,,none,
Abutilon xanti,,Abutilon,unknown,,,,none,
Acacallis cyanea,,Acacallis,unknown,,,,none,
Acacallis fimbriata,,Acacallis,unknown,,,,none,
Acacia abbreviata,,Acacia,unknown,,,,none,
Acacia abyssinica,,Acacia,tree,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia acanthaster,,Acacia,unknown,,,,none,
Acacia acanthoclada,,Acacia,unknown,,,,none,
Acacia acatlensis,,Acacia,tree,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia accola,,Acacia,unknown,,,,none,
Acacia acinacea,,Acacia,shrub,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia aciphylla,,Acacia,unknown,,,,none,
Acacia acoma,,Acacia,unknown,,,,none,
Acacia acradenia,,Acacia,unknown,,,,none,
Acacia acrionastes,,Acacia,unknown,,,,none,
Acacia acuaria,,Acacia,unknown,,,,none,
Acacia acuifera,,Acacia,tree,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia aculeatissima,,Acacia,shrub,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia aculeiformis,,Acacia,unknown,,,,none,
Acacia acuminata,,Acacia,unknown,,,,none,
Acacia acutata,,Acacia,unknown,,,,none,
Acacia adenocalyx,,Acacia,unknown,,,,none,
Acacia adenogonia,,Acacia,unknown,,,,none,
Acacia adhaerens,,Acacia,unknown,,,,none,
Acacia adinophylla,,Acacia,unknown,,,,none,
Acacia adnata,,Acacia,unknown,,,,none,
Acacia adoxa,,Acacia,unknown,,,,none,
Acacia adstringens,,Acacia,unknown,,,,none,
Acacia adunca,,Acacia,unknown,,,,none,
Acacia aemula,,Acacia,unknown,,,,none,
Acacia aestivalis,,Acacia,unknown,,,,none,
Acacia alata,,Acacia,shrub,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia alaticaulis,,Acacia,unknown,,,,none,
Acacia albicorticata,,Acacia,tree,0.49,0,1,species,GWDD_Zanne2009
Acacia albida,,Acacia,tree,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia albizioides,,Acacia,unknown,,,,none,
Acacia alcockii,,Acacia,unknown,,,,none,
Acacia alemquerensis,,Acacia,tree,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia alexandri,,Acacia,unknown,,,,none,
Acacia alleniana,,Acacia,unknown,,,,none,
Acacia allenii,,Acacia,unknown,,,,none,
Acacia alpina,,Acacia,unknown,,,,none,
Acacia altiscandens,,Acacia,vine,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia amabilis,,Acacia,tree,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia amambayensis,,Acacia,unknown,,,,none,
Acacia amanda,,Acacia,unknown,,,,none,
Acacia amazonica,,Acacia,unknown,,,,none,
Acacia amblygona,,Acacia,unknown,,,,none,
Acacia amblyophylla,,Acacia,unknown,,,,none,
Acacia amentacea,,Acacia,shrub,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia amentifera,,Acacia,unknown,,,,none,
Acacia ammobia,,Acacia,unknown,,,,none,
Acacia ammophila,,Acacia,unknown,,,,none,
Acacia ampliata,,Acacia,unknown,,,,none,
Acacia ampliceps,,Acacia,unknown,,,,none,
Acacia amputata,,Acacia,unknown,,,,none,
Acacia amyctica,,Acacia,unknown,,,,none,
Acacia amythethophylla,,Acacia,unknown,,,,none,
Acacia anasilla,,Acacia,unknown,,,,none,
Acacia anastema,,Acacia,unknown,,,,none,
Acacia anaticeps,,Acacia,unknown,,,,none,
Acacia anceps,,Acacia,unknown,,,,none,
Acacia ancistrocarpa,,Acacia,unknown,,,,none,
Acacia ancistroclada,,Acacia,unknown,,,,none,
Acacia ancistrophylla,,Acacia,unknown,,,,none,
Acacia andongensis,,Acacia,unknown,,,,none,
Acacia andrewsii,,Acacia,unknown,,,,none,
Acacia aneura,,Acacia,unknown,,,,none,
Acacia anfractuosa,,Acacia,unknown,,,,none,
Acacia angustifolia,,Acacia,unknown,,,,none,
Acacia angustissima,,Acacia,shrub,0.85,0,1,species,GWDD_Zanne2009
Acacia anisophylla,,Acacia,shrub,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia ankokib,,Acacia,unknown,,,,none,
Acacia anthochaera,,Acacia,unknown,,,,none,
Acacia antunesii,,Acacia,unknown,,,,none,
Acacia aphanoclada,,Acacia,unknown,,,,none,
Acacia aphylla,,Acacia,unknown,,,,none,
Acacia applanata,,Acacia,unknown,,,,none,
Acacia aprepta,,Acacia,unknown,,,,none,
Acacia aprica,,Acacia,unknown,,,,none,
Acacia arafurica,,Acacia,unknown,,,,none,
Acacia araneosa,,Acacia,unknown,,,,none,
Acacia arbiana,,Acacia,unknown,,,,none,
Acacia arcuatilis,,Acacia,unknown,,,,none,
Acacia arenaria,,Acacia,unknown,,,,none,
Acacia argentina,,Acacia,unknown,,,,none,
Acacia argutifolia,,Acacia,unknown,,,,none,
Acacia argyraea,,Acacia,unknown,,,,none,
Acacia argyrodendron,,Acacia,unknown,,,,none,
Acacia argyrophylla,,Acacia,unknown,,,,none,
Acacia argyrotricha,,Acacia,unknown,,,,none,
Acacia arida,,Acacia,unknown,,,,none,
Acacia aristulata,,Acacia,unknown,,,,none,
Acacia armillata,,Acacia,unknown,,,,none,
Acacia armitii,,Acacia,unknown,,,,none,
Acacia aroma,,Acacia,tree,0.808,0,1,species,GWDD_Zanne2009
Acacia arrecta,,Acacia,unknown,,,,none,
Acacia articulata,,Acacia,tree,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia asak,,Acacia,unknown,,,,none,
Acacia ascendens,,Acacia,unknown,,,,none,
Acacia asepala,,Acacia,unknown,,,,none,
Acacia ashbyae,,Acacia,unknown,,,,none,
Acacia asparagoides,,Acacia,unknown,,,,none,
Acacia aspera,,Acacia,unknown,,,,none,
Acacia asperulacea,,Acacia,unknown,,,,none,
Acacia assimilis,,Acacia,unknown,,,,none,
Acacia ataxacantha,,Acacia,tree,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia ataxiphylla,,Acacia,unknown,,,,none,
Acacia atkinsiana,,Acacia,unknown,,,,none,
Acacia atopa,,Acacia,unknown,,,,none,
Acacia atramentaria,,Acacia,tree,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia aulacocarpa,,Acacia,unknown,,,,none,
Acacia aulacophylla,,Acacia,unknown,,,,none,
Acacia auratiflora,,Acacia,unknown,,,,none,
Acacia aureocrinita,,Acacia,unknown,,,,none,
Acacia auricoma,,Acacia,unknown,,,,none,
Acacia auriculiformis,,Acacia,tree,0.68,0,1,species,GWDD_Zanne2009
Acacia auripila,,Acacia,unknown,,,,none,
Acacia auronitens,,Acacia,unknown,,,,none,
Acacia ausfeldii,,Acacia,unknown,,,,none,
Acacia awestoniana,,Acacia,unknown,,,,none,
Acacia axillaris,,Acacia,unknown,,,,none,
Acacia ayersiana,,Acacia,unknown,,,,none,
Acacia baeuerlenii,,Acacia,unknown,,,,none,
Acacia bahiensis,,Acacia,unknown,,,,none,
Acacia baileyana,,Acacia,tree,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia bakeri,,Acacia,unknown,,,,none,
Acacia balsamea,,Acacia,unknown,,,,none,
Acacia bancroftiorum,,Acacia,unknown,,,,none,
Acacia barakulensis,,Acacia,unknown,,,,none,
Acacia barattensis,,Acacia,unknown,,,,none,
Acacia barbinervis,,Acacia,unknown,,,,none,
Acacia baronii,,Acacia,unknown,,,,none,
Acacia barrancana,,Acacia,unknown,,,,none,
Acacia barrettiorum,,Acacia,unknown,,,,none,
Acacia barringtonensis,,Acacia,unknown,,,,none,
Acacia basedowii,,Acacia,unknown,,,,none,
Acacia baueri,,Acacia,herb,,,,none,
Acacia bavazzanoi,,Acacia,unknown,,,,none,
Acacia baxteri,,Acacia,unknown,,,,none,
Acacia beadleana,,Acacia,unknown,,,,none,
Acacia beauverdiana,,Acacia,unknown,,,,none,
Acacia beckleri,,Acacia,unknown,,,,none,
Acacia bellula,,Acacia,shrub,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia berlandieri,,Acacia,shrub,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia biaciculata,,Acacia,unknown,,,,none,
Acacia bicolor,,Acacia,unknown,,,,none,
Acacia bidentata,,Acacia,unknown,,,,none,
Acacia bidwillii,,Acacia,unknown,,,,none,
Acacia bifaria,,Acacia,unknown,,,,none,
Acacia biflora,,Acacia,unknown,,,,none,
Acacia bilimekii,,Acacia,shrub,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia binata,,Acacia,unknown,,,,none,
Acacia binervata,,Acacia,tree,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia binervia,,Acacia,tree,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia bivenosa,,Acacia,unknown,,,,none,
Acacia blakei,,Acacia,unknown,,,,none,
Acacia blakelyi,,Acacia,unknown,,,,none,
Acacia blaxellii,,Acacia,unknown,,,,none,
Acacia blayana,,Acacia,unknown,,,,none,
Acacia boliviana,,Acacia,unknown,,,,none,
Acacia bonariensis,,Acacia,tree,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia boormanii,,Acacia,unknown,,,,none,
Acacia borleae,,Acacia,tree,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia botrydion,,Acacia,unknown,,,,none,
Acacia brachybotrya,,Acacia,shrub,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia brachyclada,,Acacia,unknown,,,,none,
Acacia brachyphylla,,Acacia,unknown,,,,none,
Acacia brachypoda,,Acacia,unknown,,,,none,
Acacia brachystachya,,Acacia,unknown,,,,none,
Acacia bracteolata,,Acacia,unknown,,,,none,
Acacia brandegeana,,Acacia,unknown,,,,none,
Acacia brassii,,Acacia,unknown,,,,none,
Acacia breviracemosa,,Acacia,unknown,,,,none,
Acacia brevispica,,Acacia,shrub,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia brockii,,Acacia,unknown,,,,none,
Acacia bromilowiana,,Acacia,unknown,,,,none,
Acacia browniana,,Acacia,unknown,,,,none,
Acacia brownii,,Acacia,unknown,,,,none,
Acacia brumalis,,Acacia,unknown,,,,none,
Acacia brunioides,,Acacia,unknown,,,,none,
Acacia bulgaensis,,Acacia,unknown,,,,none,
Acacia burbidgeae,,Acacia,unknown,,,,none,
Acacia burkei,,Acacia,unknown,,,,none,
Acacia burrana,,Acacia,unknown,,,,none,
Acacia burrowii,,Acacia,unknown,,,,none,
Acacia burrowsiana,,Acacia,unknown,,,,none,
Acacia burttii,,Acacia,unknown,,,,none,
Acacia buxifolia,,Acacia,tree,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia bynoeana,,Acacia,shrub,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia caerulescens,,Acacia,unknown,,,,none,
Acacia caesariata,,Acacia,unknown,,,,none,
Acacia caesia,,Acacia,shrub,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
Acacia caesiella,,Acacia,unknown,,,,none,
Acacia caffra,,Acacia,tree,0.774668367346939,0.18153461835394,196,genus,GWDD_Zanne2009
