scrubbed_family,scrubbed_genus,scrubbed_species_binomial,trait_name,trait_value,unit,method,latitude,longitude,elevation_m,url_source,source_citation,project_pi,verbatim_family,verbatim_scientific_name,name_submitted,family_matched,name_matched,name_matched_author,higher_plant_group,tnrs_warning,matched_taxonomic_status,scrubbed_taxonomic_status,scrubbed_family.1,scrubbed_genus.1,scrubbed_specific_epithet,scrubbed_taxon_name_no_author,scrubbed_taxon_canonical,scrubbed_author,scrubbed_taxon_name_with_author,scrubbed_species_binomial_with_morphospecies,access,id
Cactaceae,Opuntia,Opuntia ficus-indica,flower pollination syndrome,biotic,,,,,,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6,"Bezeng BS, Davies TJ, Yessoufou K, Maurin O, Van der Bank M (2015) Revisiting DarwinÂs naturalization conundrum: explaining invasion success of non-native trees and shrubs in southern Africa. Journal of Ecology 103(4): 871-879. http://dx.doi.org/10.1111/1365-2745.12410",Bezeng BS,bezengsimmy@gmail.com,Opuntia ficusindica,Opuntia ficusindica,Cactaceae,Opuntia ficus-indica,(L.) Mill.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,ficus-indica,Opuntia ficus-indica,Opuntia ficus-indica,(L.) Mill.,Opuntia ficus-indica (L.) Mill.,Opuntia ficus-indica,public,3167418
Cactaceae,Opuntia,Opuntia engelmannii,whole plant sexual system,Hermaphrodite,,,,,,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6,"Bezeng BS, Davies TJ, Yessoufou K, Maurin O, Van der Bank M (2015) Revisiting DarwinÂs naturalization conundrum: explaining invasion success of non-native trees and shrubs in southern Africa. Journal of Ecology 103(4): 871-879. http://dx.doi.org/10.1111/1365-2745.12410",Bezeng BS,bezengsimmy@gmail.com,Opuntia engelmannii,Opuntia engelmannii,Cactaceae,Opuntia engelmannii,Salm-Dyck,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,engelmannii,Opuntia engelmannii,Opuntia engelmannii,Salm-Dyck,Opuntia engelmannii Salm-Dyck,Opuntia engelmannii,public,3167420
Cactaceae,Opuntia,Opuntia engelmannii,plant flowering duration,3,month,,,,,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6,"Bezeng BS, Davies TJ, Yessoufou K, Maurin O, Van der Bank M (2015) Revisiting DarwinÂs naturalization conundrum: explaining invasion success of non-native trees and shrubs in southern Africa. Journal of Ecology 103(4): 871-879. http://dx.doi.org/10.1111/1365-2745.12410",Bezeng BS,bezengsimmy@gmail.com,Opuntia engelmannii,Opuntia engelmannii,Cactaceae,Opuntia engelmannii,Salm-Dyck,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,engelmannii,Opuntia engelmannii,Opuntia engelmannii,Salm-Dyck,Opuntia engelmannii Salm-Dyck,Opuntia engelmannii,public,3167421
Cactaceae,Opuntia,Opuntia ficus-indica,plant flowering duration,3,month,,,,,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6,"Bezeng BS, Davies TJ, Yessoufou K, Maurin O, Van der Bank M (2015) Revisiting DarwinÂs naturalization conundrum: explaining invasion success of non-native trees and shrubs in southern Africa. Journal of Ecology 103(4): 871-879. http://dx.doi.org/10.1111/1365-2745.12410",Bezeng BS,bezengsimmy@gmail.com,Opuntia ficusindica,Opuntia ficusindica,Cactaceae,Opuntia ficus-indica,(L.) Mill.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,ficus-indica,Opuntia ficus-indica,Opuntia ficus-indica,(L.) Mill.,Opuntia ficus-indica (L.) Mill.,Opuntia ficus-indica,public,3167422
Cactaceae,Opuntia,Opuntia ficus-indica,plant flowering begin,10,month,,,,,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6,"Bezeng BS, Davies TJ, Yessoufou K, Maurin O, Van der Bank M (2015) Revisiting DarwinÂs naturalization conundrum: explaining invasion success of non-native trees and shrubs in southern Africa. Journal of Ecology 103(4): 871-879. http://dx.doi.org/10.1111/1365-2745.12410",Bezeng BS,bezengsimmy@gmail.com,Opuntia ficusindica,Opuntia ficusindica,Cactaceae,Opuntia ficus-indica,(L.) Mill.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,ficus-indica,Opuntia ficus-indica,Opuntia ficus-indica,(L.) Mill.,Opuntia ficus-indica (L.) Mill.,Opuntia ficus-indica,public,3167423
Cactaceae,Opuntia,Opuntia humifusa,flower pollination syndrome,biotic,,,,,,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6,"Bezeng BS, Davies TJ, Yessoufou K, Maurin O, Van der Bank M (2015) Revisiting DarwinÂs naturalization conundrum: explaining invasion success of non-native trees and shrubs in southern Africa. Journal of Ecology 103(4): 871-879. http://dx.doi.org/10.1111/1365-2745.12410",Bezeng BS,bezengsimmy@gmail.com,Opuntia humifusa,Opuntia humifusa,Cactaceae,Opuntia humifusa,(Raf.) Raf.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,humifusa,Opuntia humifusa,Opuntia humifusa,(Raf.) Raf.,Opuntia humifusa (Raf.) Raf.,Opuntia humifusa,public,3167424
Cactaceae,Opuntia,Opuntia humifusa,plant flowering duration,3,month,,,,,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6,"Bezeng BS, Davies TJ, Yessoufou K, Maurin O, Van der Bank M (2015) Revisiting DarwinÂs naturalization conundrum: explaining invasion success of non-native trees and shrubs in southern Africa. Journal of Ecology 103(4): 871-879. http://dx.doi.org/10.1111/1365-2745.12410",Bezeng BS,bezengsimmy@gmail.com,Opuntia humifusa,Opuntia humifusa,Cactaceae,Opuntia humifusa,(Raf.) Raf.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,humifusa,Opuntia humifusa,Opuntia humifusa,(Raf.) Raf.,Opuntia humifusa (Raf.) Raf.,Opuntia humifusa,public,3167425
Cactaceae,Opuntia,Opuntia robusta,whole plant sexual system,Hermaphrodite,,,,,,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6,"Bezeng BS, Davies TJ, Yessoufou K, Maurin O, Van der Bank M (2015) Revisiting DarwinÂs naturalization conundrum: explaining invasion success of non-native trees and shrubs in southern Africa. Journal of Ecology 103(4): 871-879. http://dx.doi.org/10.1111/1365-2745.12410",Bezeng BS,bezengsimmy@gmail.com,Opuntia robusta,Opuntia robusta,Cactaceae,Opuntia robusta,H.L. Wendl. ex Pfeiff.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,robusta,Opuntia robusta,Opuntia robusta,H.L. Wendl. ex Pfeiff.,Opuntia robusta H.L. Wendl. ex Pfeiff.,Opuntia robusta,public,3167426
Cactaceae,,,diameter at breast height (1.3 m),10,cm,,,,,http://datadryad.org/resource/doi:10.5061/dryad.2r5r9,"Franklin J, Ripplinger J, Freid EH, Marcano-Vega H, Steadman DW (2015) Regional variation in Caribbean dry forest tree species composition. Plant Ecology 216(6): 873-886. http://dx.doi.org/10.1007/s11258-015-0474-8",Franklin J,janet.franklin@asu.edu,Pilocereus sp.,Pilocereus sp.,Cactaceae,Pilocereus,,flowering plants,Partial match,Accepted,Accepted,Cactaceae,,,Pilocereus,Pilocereus,,Pilocereus,Pilocereus sp.,public,3172799
Cactaceae,Pereskia,Pereskia aculeata,flower pollination syndrome,biotic,,,,,,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6,"Bezeng BS, Davies TJ, Yessoufou K, Maurin O, Van der Bank M (2015) Revisiting DarwinÂs naturalization conundrum: explaining invasion success of non-native trees and shrubs in southern Africa. Journal of Ecology 103(4): 871-879. http://dx.doi.org/10.1111/1365-2745.12410",Bezeng BS,bezengsimmy@gmail.com,Pereskia aculeata,Pereskia aculeata,Cactaceae,Pereskia aculeata,Mill.,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,aculeata,Pereskia aculeata,Pereskia aculeata,Mill.,Pereskia aculeata Mill.,Pereskia aculeata,public,3172428
Cactaceae,Pereskia,Pereskia aculeata,whole plant dispersal syndrome,abiotic,,,,,,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6,"Bezeng BS, Davies TJ, Yessoufou K, Maurin O, Van der Bank M (2015) Revisiting DarwinÂs naturalization conundrum: explaining invasion success of non-native trees and shrubs in southern Africa. Journal of Ecology 103(4): 871-879. http://dx.doi.org/10.1111/1365-2745.12410",Bezeng BS,bezengsimmy@gmail.com,Pereskia aculeata,Pereskia aculeata,Cactaceae,Pereskia aculeata,Mill.,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,aculeata,Pereskia aculeata,Pereskia aculeata,Mill.,Pereskia aculeata Mill.,Pereskia aculeata,public,3172441
Cactaceae,Carnegiea,Carnegiea gigantea,seed mass,1.01,mg,data compilation; average of 1000 seeds,,,,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H. 2008. Seed Information Database (release 7.1, May 2008) http://www.kew.org/data/sid ","Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,Cereus giganteus,Cereus giganteus,Cactaceae,Cereus giganteus,Engelm.,flowering plants,,Synonym,Accepted,Cactaceae,Carnegiea,gigantea,Carnegiea gigantea,Carnegiea gigantea,(Engelm.) Britton & Rose,Carnegiea gigantea (Engelm.) Britton & Rose,Carnegiea gigantea,public,3188119
Cactaceae,Opuntia,Opuntia fragilis,plant flowering begin,7,month,first-flowering time,,,,,"Travers, S.E., Dunnell, K.L. 2009. First-flowering dates of plants in the Northern Great Plains. Ecology 90:2332.",Steven Travers,steven.travers@ndsu.edu,Opuntia fragilis,Cactaceae Opuntia fragilis,Cactaceae,Opuntia fragilis,(Nutt.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,fragilis,Opuntia fragilis,Opuntia fragilis,(Nutt.) Haw.,Opuntia fragilis (Nutt.) Haw.,Opuntia fragilis,public,3188712
Cactaceae,Cereus,Cereus jamacaru,whole plant dispersal syndrome,biotic,,,,,,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6,"Bezeng BS, Davies TJ, Yessoufou K, Maurin O, Van der Bank M (2015) Revisiting DarwinÂs naturalization conundrum: explaining invasion success of non-native trees and shrubs in southern Africa. Journal of Ecology 103(4): 871-879. http://dx.doi.org/10.1111/1365-2745.12410",Bezeng BS,bezengsimmy@gmail.com,Cereus jamacaru,Cereus jamacaru,Cactaceae,Cereus jamacaru,DC.,flowering plants,,Accepted,Accepted,Cactaceae,Cereus,jamacaru,Cereus jamacaru,Cereus jamacaru,DC.,Cereus jamacaru DC.,Cereus jamacaru,public,3190549
Cactaceae,Cereus,Cereus jamacaru,whole plant sexual system,Hermaphrodite,,,,,,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6,"Bezeng BS, Davies TJ, Yessoufou K, Maurin O, Van der Bank M (2015) Revisiting DarwinÂs naturalization conundrum: explaining invasion success of non-native trees and shrubs in southern Africa. Journal of Ecology 103(4): 871-879. http://dx.doi.org/10.1111/1365-2745.12410",Bezeng BS,bezengsimmy@gmail.com,Cereus jamacaru,Cereus jamacaru,Cactaceae,Cereus jamacaru,DC.,flowering plants,,Accepted,Accepted,Cactaceae,Cereus,jamacaru,Cereus jamacaru,Cereus jamacaru,DC.,Cereus jamacaru DC.,Cereus jamacaru,public,3190575
Cactaceae,Cereus,Cereus jamacaru,plant flowering duration,3,month,,,,,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6,"Bezeng BS, Davies TJ, Yessoufou K, Maurin O, Van der Bank M (2015) Revisiting DarwinÂs naturalization conundrum: explaining invasion success of non-native trees and shrubs in southern Africa. Journal of Ecology 103(4): 871-879. http://dx.doi.org/10.1111/1365-2745.12410",Bezeng BS,bezengsimmy@gmail.com,Cereus jamacaru,Cereus jamacaru,Cactaceae,Cereus jamacaru,DC.,flowering plants,,Accepted,Accepted,Cactaceae,Cereus,jamacaru,Cereus jamacaru,Cereus jamacaru,DC.,Cereus jamacaru DC.,Cereus jamacaru,public,3190576
Cactaceae,Cereus,Cereus jamacaru,plant flowering begin,11,month,,,,,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6,"Bezeng BS, Davies TJ, Yessoufou K, Maurin O, Van der Bank M (2015) Revisiting DarwinÂs naturalization conundrum: explaining invasion success of non-native trees and shrubs in southern Africa. Journal of Ecology 103(4): 871-879. http://dx.doi.org/10.1111/1365-2745.12410",Bezeng BS,bezengsimmy@gmail.com,Cereus jamacaru,Cereus jamacaru,Cactaceae,Cereus jamacaru,DC.,flowering plants,,Accepted,Accepted,Cactaceae,Cereus,jamacaru,Cereus jamacaru,Cereus jamacaru,DC.,Cereus jamacaru DC.,Cereus jamacaru,public,3190577
Cactaceae,Opuntia,Opuntia humifusa,seed mass,29.4,mg,data compilation; average of 1000 seeds,,,,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H. 2008. Seed Information Database (release 7.1, May 2008) http://www.kew.org/data/sid ","Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,Opuntia humifusa,Opuntia humifusa,Cactaceae,Opuntia humifusa,(Raf.) Raf.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,humifusa,Opuntia humifusa,Opuntia humifusa,(Raf.) Raf.,Opuntia humifusa (Raf.) Raf.,Opuntia humifusa,public,3193825
Cactaceae,Echinopsis,Echinopsis spachiana,plant flowering duration,5,month,,,,,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6,"Bezeng BS, Davies TJ, Yessoufou K, Maurin O, Van der Bank M (2015) Revisiting DarwinÂs naturalization conundrum: explaining invasion success of non-native trees and shrubs in southern Africa. Journal of Ecology 103(4): 871-879. http://dx.doi.org/10.1111/1365-2745.12410",Bezeng BS,bezengsimmy@gmail.com,Echinopsis spachiana,Echinopsis spachiana,Cactaceae,Echinopsis spachiana,(Lem.) Friedrich & G.D.Rowley,flowering plants,,Accepted,Accepted,Cactaceae,Echinopsis,spachiana,Echinopsis spachiana,Echinopsis spachiana,(Lem.) Friedrich & G.D.Rowley,Echinopsis spachiana (Lem.) Friedrich & G.D.Rowley,Echinopsis spachiana,public,3194354
Cactaceae,Echinopsis,Echinopsis spachiana,plant flowering begin,11,month,,,,,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6,"Bezeng BS, Davies TJ, Yessoufou K, Maurin O, Van der Bank M (2015) Revisiting DarwinÂs naturalization conundrum: explaining invasion success of non-native trees and shrubs in southern Africa. Journal of Ecology 103(4): 871-879. http://dx.doi.org/10.1111/1365-2745.12410",Bezeng BS,bezengsimmy@gmail.com,Echinopsis spachiana,Echinopsis spachiana,Cactaceae,Echinopsis spachiana,(Lem.) Friedrich & G.D.Rowley,flowering plants,,Accepted,Accepted,Cactaceae,Echinopsis,spachiana,Echinopsis spachiana,Echinopsis spachiana,(Lem.) Friedrich & G.D.Rowley,Echinopsis spachiana (Lem.) Friedrich & G.D.Rowley,Echinopsis spachiana,public,3194355
Cactaceae,,,diameter at breast height (1.3 m),13,cm,,,,,http://datadryad.org/resource/doi:10.5061/dryad.2r5r9,"Franklin J, Ripplinger J, Freid EH, Marcano-Vega H, Steadman DW (2015) Regional variation in Caribbean dry forest tree species composition. Plant Ecology 216(6): 873-886. http://dx.doi.org/10.1007/s11258-015-0474-8",Franklin J,janet.franklin@asu.edu,Pilocereus sp.,Pilocereus sp.,Cactaceae,Pilocereus,,flowering plants,Partial match,Accepted,Accepted,Cactaceae,,,Pilocereus,Pilocereus,,Pilocereus,Pilocereus sp.,public,3210069
Cactaceae,,,diameter at breast height (1.3 m),14,cm,,,,,http://datadryad.org/resource/doi:10.5061/dryad.2r5r9,"Franklin J, Ripplinger J, Freid EH, Marcano-Vega H, Steadman DW (2015) Regional variation in Caribbean dry forest tree species composition. Plant Ecology 216(6): 873-886. http://dx.doi.org/10.1007/s11258-015-0474-8",Franklin J,janet.franklin@asu.edu,Pilocereus sp.,Pilocereus sp.,Cactaceae,Pilocereus,,flowering plants,Partial match,Accepted,Accepted,Cactaceae,,,Pilocereus,Pilocereus,,Pilocereus,Pilocereus sp.,public,3210083
Cactaceae,,,diameter at breast height (1.3 m),7,cm,,,,,http://datadryad.org/resource/doi:10.5061/dryad.2r5r9,"Franklin J, Ripplinger J, Freid EH, Marcano-Vega H, Steadman DW (2015) Regional variation in Caribbean dry forest tree species composition. Plant Ecology 216(6): 873-886. http://dx.doi.org/10.1007/s11258-015-0474-8",Franklin J,janet.franklin@asu.edu,Pilocereus sp.,Pilocereus sp.,Cactaceae,Pilocereus,,flowering plants,Partial match,Accepted,Accepted,Cactaceae,,,Pilocereus,Pilocereus,,Pilocereus,Pilocereus sp.,public,3210088
Cactaceae,,,diameter at breast height (1.3 m),8,cm,,,,,http://datadryad.org/resource/doi:10.5061/dryad.2r5r9,"Franklin J, Ripplinger J, Freid EH, Marcano-Vega H, Steadman DW (2015) Regional variation in Caribbean dry forest tree species composition. Plant Ecology 216(6): 873-886. http://dx.doi.org/10.1007/s11258-015-0474-8",Franklin J,janet.franklin@asu.edu,Pilocereus sp.,Pilocereus sp.,Cactaceae,Pilocereus,,flowering plants,Partial match,Accepted,Accepted,Cactaceae,,,Pilocereus,Pilocereus,,Pilocereus,Pilocereus sp.,public,3210105
Cactaceae,,,diameter at breast height (1.3 m),9,cm,,,,,http://datadryad.org/resource/doi:10.5061/dryad.2r5r9,"Franklin J, Ripplinger J, Freid EH, Marcano-Vega H, Steadman DW (2015) Regional variation in Caribbean dry forest tree species composition. Plant Ecology 216(6): 873-886. http://dx.doi.org/10.1007/s11258-015-0474-8",Franklin J,janet.franklin@asu.edu,Pilocereus sp.,Pilocereus sp.,Cactaceae,Pilocereus,,flowering plants,Partial match,Accepted,Accepted,Cactaceae,,,Pilocereus,Pilocereus,,Pilocereus,Pilocereus sp.,public,3210775
Cactaceae,Opuntia,Opuntia basilaris,whole plant growth form,shrub,,,,,,https://www.jstor.org/stable/1936684?seq=1#page_scan_tab_contents,,Shmida A,,Opuntia basilaris,Opuntia basilaris,Cactaceae,Opuntia basilaris,Engelm. & J.M. Bigelow,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,basilaris,Opuntia basilaris,Opuntia basilaris,Engelm. & J.M. Bigelow,Opuntia basilaris Engelm. & J.M. Bigelow,Opuntia basilaris,public,3229965
Cactaceae,Cylindropuntia,Cylindropuntia bigelovii,flower color,Yellow,,,,,,,Brian_J_Enquist_2,,,Opuntia bigelovii,Cactaceae Opuntia bigelovii,Cactaceae,Opuntia bigelovii,Engelm.,flowering plants,,Synonym,Accepted,Cactaceae,Cylindropuntia,bigelovii,Cylindropuntia bigelovii subsp. bigelovii,Cylindropuntia bigelovii bigelovii,,Cylindropuntia bigelovii subsp. bigelovii,Cylindropuntia bigelovii subsp. bigelovii,public,3246357
Cactaceae,Echinocactus,Echinocactus horizonthalonius,seed mass,7.11,mg,data compilation; average of 1000 seeds,,,,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H. 2008. Seed Information Database (release 7.1, May 2008) http://www.kew.org/data/sid ","Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,Echinocactus horizonthalonius,Echinocactus horizonthalonius,Cactaceae,Echinocactus horizonthalonius,Lem.,flowering plants,,Accepted,Accepted,Cactaceae,Echinocactus,horizonthalonius,Echinocactus horizonthalonius,Echinocactus horizonthalonius,Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius,public,3240680
Cactaceae,Opuntia,Opuntia polyacantha,plant flowering begin,7,month,first-flowering time,,,,,"Travers, S.E., Dunnell, K.L. 2009. First-flowering dates of plants in the Northern Great Plains. Ecology 90:2332.",Steven Travers,steven.travers@ndsu.edu,Opuntia polycantha,Cactaceae Opuntia polycantha,Cactaceae,Opuntia polyacantha,Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,polyacantha,Opuntia polyacantha,Opuntia polyacantha,Haw.,Opuntia polyacantha Haw.,Opuntia polyacantha,public,3237388
Cactaceae,Browningia,Browningia candelaris,leaf phosphorus content per leaf dry mass,2.05258,mg.g-1,,-22.60444,-77.05083,2250,,,Cyrille Violle/Brian Enquist ,cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu,Browningia candelaris (Meyen) Britton & Rose,Cactaceae Browningia candelaris (Meyen) Britton & Rose,Cactaceae,Browningia candelaris,(Meyen) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Browningia,candelaris,Browningia candelaris,Browningia candelaris,(Meyen) Britton & Rose,Browningia candelaris (Meyen) Britton & Rose,Browningia candelaris,public,3237411
Cactaceae,Opuntia,Opuntia polyacantha,plant flowering begin,6/29/1913,date,first-flowering time,,,,,"Travers, S.E., Dunnell, K.L. 2009. First-flowering dates of plants in the Northern Great Plains. Ecology 90:2332.",Steven Travers,steven.travers@ndsu.edu,Opuntia polycantha,Cactaceae Opuntia polycantha,Cactaceae,Opuntia polyacantha,Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,polyacantha,Opuntia polyacantha,Opuntia polyacantha,Haw.,Opuntia polyacantha Haw.,Opuntia polyacantha,public,3237788
Cactaceae,Escobaria,Escobaria vivipara,plant flowering begin,6/13/1918,date,first-flowering time,,,,,"Travers, S.E., Dunnell, K.L. 2009. First-flowering dates of plants in the Northern Great Plains. Ecology 90:2332.",Steven Travers,steven.travers@ndsu.edu,Mamillaria vivipara,Cactaceae Mamillaria vivipara,Cactaceae,Mammillaria vivipara,(Nutt.) Haw.,flowering plants,,Synonym,Accepted,Cactaceae,Escobaria,vivipara,Escobaria vivipara,Escobaria vivipara,(Nutt.) Buxb.,Escobaria vivipara (Nutt.) Buxb.,Escobaria vivipara,public,3237814
Cactaceae,Opuntia,Opuntia polyacantha,plant flowering begin,6,month,first-flowering time,,,,,"Travers, S.E., Dunnell, K.L. 2009. First-flowering dates of plants in the Northern Great Plains. Ecology 90:2332.",Steven Travers,steven.travers@ndsu.edu,Opuntia polycantha,Cactaceae Opuntia polycantha,Cactaceae,Opuntia polyacantha,Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,polyacantha,Opuntia polyacantha,Opuntia polyacantha,Haw.,Opuntia polyacantha Haw.,Opuntia polyacantha,public,3237816
Cactaceae,Opuntia,Opuntia polyacantha,plant flowering begin,7,month,first-flowering time,,,,,"Travers, S.E., Dunnell, K.L. 2009. First-flowering dates of plants in the Northern Great Plains. Ecology 90:2332.",Steven Travers,steven.travers@ndsu.edu,Opuntia polycantha,Cactaceae Opuntia polycantha,Cactaceae,Opuntia polyacantha,Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,polyacantha,Opuntia polyacantha,Opuntia polyacantha,Haw.,Opuntia polyacantha Haw.,Opuntia polyacantha,public,3237940
Cactaceae,Opuntia,Opuntia polyacantha,plant flowering begin,7/5/1912,date,first-flowering time,,,,,"Travers, S.E., Dunnell, K.L. 2009. First-flowering dates of plants in the Northern Great Plains. Ecology 90:2332.",Steven Travers,steven.travers@ndsu.edu,Opuntia polycantha,Cactaceae Opuntia polycantha,Cactaceae,Opuntia polyacantha,Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,polyacantha,Opuntia polyacantha,Opuntia polyacantha,Haw.,Opuntia polyacantha Haw.,Opuntia polyacantha,public,3237949
